,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalPorchSF,TotalBath,SnMoSold,CsMoSold
1250,20,RL,93.0,11160,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,1065,Unf,0,1045,GasA,Ex,Y,SBrkr,2110,0,0,3,1,Ex,8,Typ,2,TA,Attchd,Fin,522,TA,TA,Y,0,0,,,,0,2010,WD,Normal,244000,4220,0,3.5,0.8660254037844387,-0.4999999999999998
1251,120,RL,,3136,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1405,GasA,Ex,Y,SBrkr,1405,0,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,478,TA,TA,Y,148,0,,,,0,2006,WD,Normal,171750,2810,36,2.0,1.0,6.123233995736766e-17
1252,20,RL,62.0,9858,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,510,Unf,0,354,GasA,TA,Y,SBrkr,874,0,0,3,1,TA,5,Typ,0,,Attchd,RFn,288,TA,TA,Y,33,0,,GdWo,Shed,600,2009,WD,Normal,130000,1738,0,2.0,-0.5000000000000004,0.8660254037844384
1253,60,RL,,17542,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,125,ALQ,1031,36,GasA,TA,Y,SBrkr,1516,651,0,3,1,Gd,9,Typ,2,Gd,Attchd,RFn,518,TA,TA,Y,220,0,,MnPrv,,0,2007,WD,Normal,294000,3359,47,3.5,-0.4999999999999997,-0.8660254037844388
1254,60,RL,60.0,6931,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,746,GasA,Ex,Y,SBrkr,760,896,0,3,1,Gd,7,Typ,1,Gd,BuiltIn,Fin,397,TA,TA,Y,178,0,,,,0,2008,WD,Normal,165400,2402,128,2.5,-0.4999999999999997,-0.8660254037844388
1255,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,425,Unf,0,459,GasA,TA,Y,FuseA,959,408,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,560,TA,TA,Y,0,0,,,,0,2007,WD,Normal,127500,2251,120,1.0,-0.5000000000000004,0.8660254037844384
1256,20,RL,91.0,14303,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314,Unf,0,672,GasA,Ex,Y,SBrkr,1987,0,0,2,1,Gd,7,Typ,1,TA,Attchd,Fin,691,TA,TA,Y,262,0,,,,0,2008,WD,Normal,301500,3973,36,3.0,-0.8660254037844384,-0.5000000000000004
1257,30,RL,56.0,4060,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,864,GasA,Ex,Y,SBrkr,864,0,0,2,1,TA,4,Typ,0,,,,0,,,Y,0,0,,,,0,2009,WD,Normal,99900,1728,96,1.0,-0.4999999999999997,-0.8660254037844388
1258,80,RL,59.0,9587,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,655,Unf,0,201,GasA,Ex,Y,SBrkr,1166,0,0,2,1,Gd,5,Typ,0,,Attchd,Fin,400,TA,TA,Y,212,0,,,,0,2008,WD,Normal,190000,2022,0,3.0,-0.4999999999999997,-0.8660254037844388
1259,20,RL,65.0,9750,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,602,LwQ,438,14,GasA,Gd,Y,SBrkr,1054,0,0,3,1,TA,6,Typ,0,,Attchd,Unf,460,TA,TA,Y,180,0,,,,0,2008,WD,Normal,151000,2108,80,2.5,-0.4999999999999997,-0.8660254037844388
1260,60,RL,,24682,Pave,,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,841,GasA,Ex,Y,SBrkr,892,783,0,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,502,TA,TA,Y,0,0,,,,0,2009,WD,Normal,181000,2516,103,2.5,1.2246467991473532e-16,-1.0
1261,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,504,Unf,0,546,GasA,Gd,Y,SBrkr,1050,0,0,2,1,TA,5,Typ,0,,Attchd,Unf,338,TA,TA,Y,0,0,,,,0,2009,WD,Normal,128900,2100,0,1.0,1.2246467991473532e-16,-1.0
1262,50,RL,,11250,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,1104,GasA,Ex,Y,FuseA,1104,684,0,5,1,TA,8,Min2,2,TA,Attchd,Unf,304,TA,TA,Y,120,0,,,,0,2009,WD,Normal,161500,2892,0,2.0,-0.5000000000000004,0.8660254037844384
1263,70,RL,60.0,13515,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,764,GasA,Ex,Y,FuseA,1060,764,0,3,1,TA,8,Typ,1,Gd,Detchd,Unf,520,TA,TA,N,0,0,,GdPrv,,0,2007,WD,Normal,180500,2588,126,1.0,-0.4999999999999997,-0.8660254037844388
1264,120,RH,34.0,4060,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,266,Unf,0,1139,GasA,Ex,Y,SBrkr,1337,0,0,2,1,Gd,5,Typ,0,,Attchd,Fin,511,TA,TA,Y,144,0,,,,0,2008,COD,Abnorml,181000,2742,68,3.0,-0.8660254037844384,-0.5000000000000004
1265,160,FV,35.0,3735,Pave,,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,450,Unf,0,241,GasA,Ex,Y,SBrkr,713,739,0,3,1,Gd,6,Typ,0,,Detchd,Unf,506,TA,TA,Y,0,0,,,,0,2006,WD,Normal,183900,2143,34,3.5,1.0,6.123233995736766e-17
1266,190,RM,60.0,10120,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,925,GasA,TA,N,FuseF,964,925,0,4,2,TA,9,Typ,1,Gd,Detchd,Unf,308,TA,TA,N,0,0,,MnPrv,,0,2007,WD,Normal,122000,2814,264,1.5,0.5,0.8660254037844387
1267,20,RL,89.0,13214,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,2002,GasA,Ex,Y,SBrkr,2018,0,0,3,1,Ex,10,Typ,1,Gd,Attchd,Fin,746,TA,TA,Y,144,0,,,,0,2010,WD,Normal,378500,4020,76,2.0,0.5,-0.8660254037844387
1268,50,RL,,14100,Pave,,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,192,Unf,0,536,GasA,Ex,Y,SBrkr,1968,1479,0,4,1,Gd,11,Typ,2,Gd,BuiltIn,Unf,1014,TA,TA,Y,314,0,,GdWo,,0,2008,WD,Normal,381000,4175,12,3.5,0.5,-0.8660254037844387
1269,50,RL,78.0,11344,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,BLQ,460,Unf,0,414,GasW,TA,Y,FuseA,874,650,0,3,1,TA,7,Typ,0,,Attchd,Unf,315,TA,TA,Y,0,0,,GdWo,,0,2007,WD,Normal,144000,2398,0,1.5,-0.4999999999999997,-0.8660254037844388
1270,40,RL,,23595,Pave,,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258,Unf,0,74,GasA,TA,Y,SBrkr,1332,192,0,0,1,Gd,4,Typ,1,TA,Attchd,Fin,586,TA,TA,Y,268,0,,,,0,2010,WD,Normal,260000,2856,0,2.5,0.8660254037844387,-0.4999999999999998
1271,20,RL,,9156,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1489,GasA,Gd,Y,SBrkr,1489,0,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,462,TA,TA,Y,0,0,,,,0,2009,WD,Normal,185750,2978,0,2.0,-0.8660254037844384,-0.5000000000000004
1272,20,RL,,13526,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,560,LwQ,375,0,GasA,TA,Y,SBrkr,935,0,0,3,1,TA,5,Typ,0,,Attchd,Unf,288,TA,TA,Y,180,0,,MnPrv,,0,2006,WD,Normal,137000,1870,0,2.0,-0.5000000000000004,0.8660254037844384
1273,80,RL,124.0,11512,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719,Unf,0,300,GasA,Gd,Y,SBrkr,1357,0,0,2,1,Ex,5,Typ,1,Gd,Basment,RFn,312,TA,TA,Y,0,0,,GdPrv,,0,2008,WD,Normal,177000,2376,163,2.0,0.5,-0.8660254037844387
1274,50,RL,53.0,5362,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,661,GasA,Ex,Y,SBrkr,661,589,0,3,1,TA,8,Typ,1,Gd,Detchd,Unf,552,TA,TA,Y,242,0,,,,0,2007,WD,Normal,139000,1911,81,2.0,-0.5000000000000004,0.8660254037844384
1275,90,RL,95.0,11345,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,220,Unf,0,708,GasA,Gd,Y,FuseA,928,992,0,4,2,TA,10,Typ,0,,Detchd,Unf,400,TA,Fa,Y,0,0,,,,0,2007,WD,Normal,137000,2848,0,2.0,-0.4999999999999997,-0.8660254037844388
1276,60,RL,,12936,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,593,Unf,0,130,GasA,TA,Y,SBrkr,735,660,0,3,1,TA,6,Typ,1,TA,Attchd,Unf,497,TA,TA,Y,294,0,,,,0,2009,WD,Normal,162000,2118,116,2.0,-2.4492935982947064e-16,1.0
1277,80,RL,,17871,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,528,Unf,0,1152,GasA,Fa,Y,SBrkr,1724,0,0,3,1,TA,7,Typ,1,Gd,Attchd,RFn,480,TA,TA,Y,0,0,,,,0,2009,WD,Normal,197900,3404,0,2.5,1.2246467991473532e-16,-1.0
1278,60,RL,75.0,9473,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,804,Unf,0,324,GasA,Ex,Y,SBrkr,1128,903,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,577,TA,TA,Y,0,0,,,,0,2008,WD,Normal,237000,3159,211,3.5,1.0,6.123233995736766e-17
1279,50,C (all),60.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,698,GasA,TA,Y,FuseA,698,430,0,2,1,TA,6,Typ,0,,Detchd,RFn,528,TA,TA,Y,30,0,,,,0,2010,COD,Abnorml,68400,1826,164,1.0,0.8660254037844387,-0.4999999999999998
1280,20,RL,67.0,9808,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788,Unf,0,785,GasA,Ex,Y,SBrkr,1573,0,0,3,1,Gd,6,Typ,0,,Attchd,RFn,544,TA,TA,Y,0,0,,,,0,2009,WD,Normal,227000,3146,72,3.0,1.0,6.123233995736766e-17
1281,20,RL,50.0,8049,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,1053,Unf,0,256,GasA,TA,Y,SBrkr,1339,0,0,2,1,TA,6,Typ,1,TA,Attchd,Fin,484,Gd,Gd,Y,0,0,,,,0,2006,WD,Normal,180000,2648,148,3.0,-0.4999999999999997,-0.8660254037844388
1282,20,RL,61.0,8800,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532,Rec,144,364,GasA,TA,Y,SBrkr,1040,0,0,3,1,Gd,5,Typ,0,,Detchd,Unf,484,TA,TA,Y,0,0,,,,0,2009,WD,Normal,150500,2080,288,2.0,-1.0,-1.8369701987210287e-16
1283,90,RL,94.0,9400,Pave,,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,912,GasA,TA,Y,SBrkr,912,912,0,4,2,TA,8,Typ,0,,,,0,,,Y,128,0,,,,0,2010,WD,Normal,139000,2736,0,3.0,0.8660254037844387,-0.4999999999999998
1284,50,RL,50.0,9638,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,804,GasA,Ex,Y,SBrkr,1699,748,0,4,1,Gd,10,Min2,1,Gd,Detchd,Unf,336,TA,TA,Y,272,0,,,,0,2010,WD,Normal,169000,3251,158,2.0,1.0,6.123233995736766e-17
1285,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,780,GasA,Ex,Y,FuseF,825,587,0,4,1,TA,6,Typ,1,Gd,Detchd,Unf,280,TA,TA,Y,45,0,,,,0,2009,WD,Normal,132500,2192,0,1.0,0.5,-0.8660254037844387
1286,20,RL,,9790,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Rec,81,678,GasA,TA,Y,SBrkr,1328,0,0,3,1,TA,6,Typ,2,Gd,Attchd,Unf,528,TA,TA,Y,0,0,,,,0,2010,WD,Normal,143000,2656,26,2.5,1.2246467991473532e-16,-1.0
1287,20,RL,,36500,Pave,,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,812,Unf,0,812,GasA,Fa,Y,SBrkr,1582,0,0,4,1,TA,7,Typ,0,,Attchd,Unf,390,TA,TA,N,168,0,,,,0,2006,WD,Normal,190000,3206,198,2.5,1.2246467991473532e-16,-1.0
1288,120,RL,40.0,5664,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1158,Unf,0,343,GasA,Ex,Y,SBrkr,1659,0,0,2,1,Ex,5,Typ,1,Ex,Attchd,Fin,499,TA,TA,Y,212,0,,,,0,2009,WD,Normal,278000,3160,59,3.0,-0.8660254037844386,0.5000000000000001
1289,60,RL,86.0,11065,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,788.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1085,GasA,Ex,Y,SBrkr,1120,850,0,3,1,Ex,8,Typ,1,Gd,BuiltIn,Fin,753,TA,TA,Y,177,0,,,,0,2006,New,Partial,281000,3055,74,2.5,-0.8660254037844386,0.5000000000000001
1290,80,RL,,14112,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,1014,Unf,0,138,GasA,TA,Y,SBrkr,1152,0,0,3,1,TA,6,Typ,1,Gd,Attchd,RFn,484,TA,TA,Y,227,0,,,,0,2010,WD,Normal,180500,2304,0,2.0,0.8660254037844387,-0.4999999999999998
1291,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,ALQ,231,Unf,0,399,GasA,TA,Y,SBrkr,630,672,0,3,1,TA,6,Typ,0,,Detchd,Unf,264,TA,TA,Y,185,0,,,,0,2009,WD,Normal,119500,1932,0,2.5,0.8660254037844386,0.5000000000000001
1292,70,RM,60.0,6600,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,Stone,TA,TA,No,Unf,0,Unf,0,994,GasA,TA,N,SBrkr,1378,994,0,4,2,TA,11,Min2,0,,Attchd,RFn,432,TA,TA,Y,0,0,,,,0,2009,WD,Normal,107500,3366,287,2.0,-2.4492935982947064e-16,1.0
1293,60,RL,78.0,10140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,194,Unf,0,638,GasA,TA,Y,SBrkr,832,832,0,4,1,TA,8,Typ,1,TA,Attchd,RFn,528,TA,TA,Y,0,0,,GdWo,,0,2006,WD,Normal,162900,2496,287,2.5,1.0,6.123233995736766e-17
1294,20,RL,60.0,8172,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,Rec,167,Unf,0,697,GasA,TA,Y,SBrkr,864,0,0,2,1,TA,5,Typ,0,,Detchd,Unf,572,TA,TA,N,0,0,,,,0,2006,WD,Normal,115000,1728,0,2.0,0.8660254037844387,-0.4999999999999998
1295,20,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,1016,Unf,0,36,GasA,Gd,Y,SBrkr,1052,0,0,3,1,TA,5,Typ,0,,Attchd,RFn,288,TA,TA,Y,356,0,,GdWo,,0,2006,WD,Normal,138500,2104,0,2.5,-0.5000000000000004,0.8660254037844384
1296,20,RL,80.0,8700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,776,Unf,0,344,GasA,Gd,Y,SBrkr,1128,0,0,3,1,TA,6,Typ,0,,Attchd,RFn,525,TA,TA,Y,192,0,,MnPrv,,0,2008,WD,Normal,155000,2248,143,3.0,-2.4492935982947064e-16,1.0
1297,180,RM,35.0,3675,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,TA,TA,PConc,Gd,TA,Gd,GLQ,547,Unf,0,0,GasA,Gd,Y,SBrkr,1072,0,0,2,1,TA,5,Typ,0,,Basment,Fin,525,TA,TA,Y,0,0,,,,0,2006,New,Partial,140000,1619,44,3.0,1.2246467991473532e-16,-1.0
1299,20,RL,75.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340,Rec,906,0,GasA,Ex,Y,SBrkr,1246,0,0,3,1,Gd,6,Typ,0,,Attchd,RFn,305,TA,TA,Y,218,0,,GdPrv,,0,2010,WD,Normal,154000,2492,0,2.5,0.5,-0.8660254037844387
1300,60,RL,,10762,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,,344.0,Gd,TA,PConc,Gd,TA,No,GLQ,694,Unf,0,284,GasA,Ex,Y,SBrkr,1005,978,0,3,1,Gd,9,Typ,1,TA,Attchd,Fin,490,TA,TA,Y,0,0,,,,0,2009,WD,Normal,225000,2961,0,2.5,0.5,-0.8660254037844387
1301,70,RL,,7500,Pave,,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,547,Unf,0,224,GasA,Fa,Y,SBrkr,753,741,0,3,1,Gd,7,Typ,2,Gd,Attchd,Unf,213,TA,TA,P,0,0,,,,0,2009,WD,Normal,177500,2265,224,1.0,-0.5000000000000004,0.8660254037844384
1302,60,RL,92.0,10120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,391.0,Gd,TA,PConc,Gd,TA,No,GLQ,740,Unf,0,425,GasA,Ex,Y,SBrkr,1203,1323,0,4,1,Gd,8,Typ,1,TA,Attchd,RFn,844,TA,TA,Y,309,0,,,,0,2006,WD,Normal,290000,3691,78,3.5,-2.4492935982947064e-16,1.0
1303,20,RL,73.0,8688,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1616,GasA,Ex,Y,SBrkr,1616,0,0,3,1,Gd,7,Typ,0,,Attchd,RFn,834,TA,TA,Y,208,0,,,,0,2006,WD,Normal,232000,3232,59,2.0,0.8660254037844387,-0.4999999999999998
1304,160,RM,32.0,3363,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,976,GasA,Ex,Y,SBrkr,976,732,0,3,1,Gd,7,Maj1,0,,Detchd,Unf,380,TA,TA,Y,0,0,,,,0,2006,WD,Normal,130000,2684,40,2.0,0.8660254037844387,-0.4999999999999998
