Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,Remodeled,Age,Isnew
1112,60,RL,80.0,10480,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,2Story,7,6,Hip,CompShg,Plywood,Plywood,660.0,1,2,CBlock,1.0,2.0,0.0,4.0,403,1.0,0,400,803,GasA,2,1,SBrkr,866,0,1964,0,0,2,1,4,1,1,8,1,1,Attchd,1.0,483,2.0,2.0,2,0,69,0,0,0,0,0,9,WD,Normal,205000,0,32,0
1113,20,RL,73.0,7100,Pave,2,Lvl,AllPub,Corner,2,2,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,WdShing,Wd Shng,0.0,1,2,CBlock,1.0,2.0,0.0,5.0,708,1.0,0,108,816,GasA,2,1,FuseA,0,0,816,1,0,1,0,2,1,1,5,1,0,Detchd,0.0,308,2.0,2.0,2,0,0,0,0,0,0,0,7,WD,Normal,129900,0,49,0
1114,20,RL,66.0,8923,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,1,2,CBlock,1.0,2.0,0.0,3.0,643,1.0,0,365,1008,GasA,3,1,SBrkr,0,0,1008,1,0,1,0,2,1,2,6,1,0,Attchd,0.0,240,2.0,2.0,2,0,18,0,0,0,0,0,5,WD,Normal,134500,1,1,0
1115,20,RL,90.0,5400,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,0.0,1,3,CBlock,1.0,2.0,0.0,2.0,415,1.0,0,418,833,GasA,4,1,SBrkr,0,0,833,0,0,1,0,2,1,2,4,1,0,Detchd,0.0,326,2.0,2.0,2,0,0,0,0,0,0,0,8,WD,Normal,117000,1,6,0
1116,20,RL,93.0,12085,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,328.0,2,2,PConc,3.0,2.0,0.0,5.0,1004,1.0,0,730,1734,GasA,4,1,SBrkr,0,0,1734,1,0,2,0,3,1,3,7,1,1,Attchd,1.0,928,2.0,2.0,2,0,0,0,0,0,0,0,11,New,Partial,318000,0,0,1
1117,80,RL,,7750,Pave,3,Lvl,AllPub,Inside,2,3,Norm,Norm,1Fam,SLvl,8,5,Hip,CompShg,VinylSd,VinylSd,0.0,2,2,PConc,2.0,2.0,0.0,5.0,353,1.0,0,55,408,GasA,4,1,SBrkr,640,0,1419,1,0,2,1,3,1,2,7,1,1,BuiltIn,2.0,527,2.0,2.0,2,120,0,0,0,0,0,0,3,WD,Normal,184100,0,7,0
1118,20,RL,57.0,9764,Pave,2,Lvl,AllPub,FR2,2,2,Feedr,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,0.0,1,2,CBlock,1.0,2.0,0.0,3.0,702,1.0,0,192,894,GasA,4,1,SBrkr,0,0,894,1,0,1,0,3,1,2,5,1,0,Attchd,1.0,450,2.0,2.0,2,0,0,0,0,0,0,0,5,WD,Normal,130000,1,5,0
1119,80,RL,85.0,13825,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,SLvl,5,6,Gable,CompShg,MetalSd,MetalSd,0.0,1,3,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,533,533,GasA,2,1,SBrkr,580,0,1601,0,1,1,0,3,1,1,6,5,0,BuiltIn,1.0,300,2.0,2.0,2,280,34,0,0,0,0,0,12,WD,Normal,140000,1,21,0
1120,20,RL,70.0,7560,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,Wd Sdng,0.0,1,2,CBlock,1.0,2.0,0.0,1.0,369,1.0,0,671,1040,GasA,2,1,FuseA,0,0,1040,0,0,1,0,3,1,1,6,1,0,Attchd,1.0,286,2.0,2.0,2,140,0,252,0,0,0,0,7,WD,Normal,133700,0,47,0
1121,30,RM,59.0,8263,Pave,3,Bnk,AllPub,Inside,1,2,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,BrkFace,0.0,1,2,BrkTil,1.0,2.0,0.0,0.0,0,1.0,0,1012,1012,GasA,2,1,FuseA,0,0,1012,0,0,1,0,2,1,1,6,1,1,Detchd,0.0,308,2.0,2.0,2,0,22,112,0,0,0,0,5,WD,Normal,118400,1,57,0
1122,20,RL,84.0,10084,Pave,3,Lvl,AllPub,Inside,2,0,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,196.0,2,2,PConc,2.0,2.0,2.0,5.0,24,1.0,0,1528,1552,GasA,4,1,SBrkr,0,0,1552,0,0,2,0,3,1,2,7,1,0,Attchd,1.0,782,2.0,2.0,2,144,20,0,0,0,0,0,7,New,Partial,212900,1,0,0
1123,20,RL,,8926,Pave,2,Lvl,AllPub,Corner,2,3,Norm,Norm,1Fam,1Story,4,3,Gable,CompShg,AsbShng,AsbShng,0.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,672,672,GasA,4,1,FuseA,0,0,960,0,0,1,0,3,1,1,5,1,0,Basment,0.0,288,2.0,2.0,2,64,0,0,0,160,0,0,10,COD,Abnorml,112000,0,53,0
1124,20,RL,50.0,9405,Pave,3,Lvl,AllPub,Inside,2,3,Norm,Norm,1Fam,1Story,5,9,Hip,CompShg,VinylSd,VinylSd,0.0,1,4,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,698,698,GasA,4,1,SBrkr,0,0,698,0,1,1,0,2,1,1,4,1,0,,,0,,,2,0,200,0,0,0,0,0,6,WD,Normal,118000,1,1,0
1125,80,RL,,9125,Pave,2,Lvl,AllPub,Inside,2,3,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,170.0,1,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,384,384,GasA,3,1,SBrkr,670,0,1482,0,0,2,1,3,1,2,7,1,1,Attchd,2.0,392,2.0,2.0,2,100,25,0,0,0,0,0,7,WD,Normal,163900,0,15,0
1126,20,RL,60.0,10434,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Plywood,Plywood,0.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,1005,1005,GasA,2,1,SBrkr,0,0,1005,0,0,1,0,2,1,0,5,1,1,Detchd,0.0,672,1.0,1.0,2,0,0,0,0,0,0,0,11,WD,Normal,115000,0,54,0
1127,120,RL,53.0,3684,Pave,3,Lvl,AllPub,Inside,2,3,Norm,Norm,TwnhsE,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,130.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,1373,1373,GasA,4,1,SBrkr,0,0,1555,0,0,2,0,2,1,2,7,1,1,Attchd,2.0,660,2.0,2.0,2,143,20,0,0,0,0,0,6,WD,Normal,174000,0,2,0
1128,20,RL,182.0,14572,Pave,0,Lvl,AllPub,Corner,2,3,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,0.0,2,2,PConc,2.0,2.0,2.0,5.0,1300,1.0,0,230,1530,GasA,4,1,SBrkr,0,0,1530,1,0,2,0,3,1,2,7,1,1,Attchd,2.0,630,2.0,2.0,2,144,36,0,0,0,0,0,11,WD,Family,259000,0,3,0
1129,60,RL,59.0,11796,Pave,2,Lvl,AllPub,Inside,2,3,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,2,2,PConc,2.0,2.0,2.0,0.0,0,1.0,0,847,847,GasA,4,1,SBrkr,1112,0,1959,0,0,2,1,4,1,2,8,1,1,BuiltIn,2.0,434,2.0,2.0,2,100,48,0,0,0,0,0,7,WD,Normal,215000,1,2,0
1130,90,RM,60.0,7200,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,Duplex,SFoyer,5,5,Gable,CompShg,MetalSd,MetalSd,180.0,1,2,CBlock,2.0,2.0,3.0,5.0,936,1.0,0,0,936,GasA,2,1,SBrkr,0,0,936,1,0,1,0,2,1,1,4,1,0,Detchd,0.0,672,2.0,2.0,2,49,0,0,0,0,0,0,8,WD,Normal,140000,0,27,0
1131,50,RL,65.0,7804,Pave,3,Lvl,AllPub,Inside,2,3,Norm,Norm,1Fam,1.5Fin,4,3,Gable,CompShg,WdShing,Plywood,0.0,1,2,BrkTil,1.0,2.0,0.0,3.0,622,1.0,0,500,1122,GasA,2,1,SBrkr,653,0,1981,1,0,2,0,4,1,2,7,5,2,Detchd,0.0,576,2.0,2.0,2,431,44,0,0,0,0,0,12,WD,Normal,135000,1,59,0
1132,20,RL,63.0,10712,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,0.0,1,2,PConc,2.0,2.0,1.0,3.0,212,1.0,0,762,974,GasA,2,1,SBrkr,0,0,974,0,0,1,0,3,1,1,5,1,0,,,0,,,2,0,28,0,0,0,0,0,9,Oth,Abnorml,93500,1,15,0
1133,70,RM,90.0,9900,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,2Story,6,4,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,1,2,BrkTil,1.0,2.0,1.0,0.0,0,1.0,0,1008,1008,GasW,2,1,SBrkr,1032,0,2210,0,0,2,0,5,1,0,8,1,0,Detchd,0.0,205,1.0,2.0,0,0,48,0,0,0,0,0,5,WD,Normal,117500,1,57,0
1134,60,RL,80.0,9828,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,0.0,2,2,PConc,2.0,2.0,0.0,5.0,584,1.0,0,544,1128,GasA,4,1,SBrkr,878,0,2020,0,0,2,1,3,1,2,8,1,1,Attchd,1.0,466,2.0,2.0,2,0,155,0,0,0,0,0,6,WD,Normal,239500,0,14,0
1135,60,RL,57.0,8773,Pave,2,HLS,AllPub,Inside,2,3,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,1,2,PConc,2.0,2.0,2.0,0.0,0,1.0,0,916,916,GasA,3,1,SBrkr,684,0,1600,0,0,2,1,3,1,1,7,1,1,Attchd,2.0,460,2.0,2.0,2,100,38,0,0,0,0,0,8,WD,Normal,169000,0,10,0
1136,30,RM,60.0,6180,Pave,3,Lvl,AllPub,Corner,2,1,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,1,2,BrkTil,1.0,2.0,0.0,0.0,0,1.0,0,960,960,GasA,2,0,SBrkr,0,0,986,0,0,1,0,2,1,1,5,1,1,Detchd,0.0,180,2.0,2.0,2,0,128,0,0,0,0,0,5,WD,Normal,102000,1,57,0
1137,50,RL,80.0,9600,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,1,2,CBlock,1.0,2.0,0.0,3.0,280,1.0,0,752,1032,GasA,2,1,FuseA,220,0,1252,0,0,1,0,3,1,1,6,1,0,Attchd,0.0,288,2.0,2.0,2,0,0,96,0,0,0,0,4,WD,Abnorml,119000,0,58,0
1138,50,RL,54.0,6342,Pave,3,Lvl,AllPub,Inside,2,2,Feedr,Norm,1Fam,1.5Fin,5,8,Gable,CompShg,VinylSd,VinylSd,0.0,1,3,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,780,780,GasA,3,0,SBrkr,240,0,1020,0,0,1,0,2,1,1,6,1,0,,,0,,,0,0,0,176,0,0,0,0,5,WD,Normal,94000,1,14,0
1139,20,RL,,9819,Pave,2,Lvl,AllPub,Inside,1,1,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,ImStucc,0.0,1,2,PConc,1.0,2.0,3.0,4.0,1567,1.0,0,0,1567,GasA,2,1,SBrkr,0,0,1567,1,0,2,0,2,1,2,5,1,2,Attchd,1.0,714,2.0,2.0,2,264,32,0,0,0,0,0,5,WD,Normal,196000,0,32,0
1140,30,RL,98.0,8731,Pave,2,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Stucco,Stucco,0.0,1,1,BrkTil,1.0,2.0,0.0,3.0,645,1.0,0,270,915,GasA,2,1,SBrkr,0,0,1167,0,0,1,0,3,1,1,6,3,1,Detchd,0.0,495,2.0,2.0,2,0,0,216,0,126,0,0,5,WD,Normal,144000,1,57,0
1141,20,RL,60.0,7350,Pave,3,Lvl,AllPub,Corner,2,2,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,0.0,1,2,CBlock,1.0,2.0,1.0,4.0,852,1.0,0,100,952,GasA,2,1,SBrkr,0,0,952,1,0,1,0,2,1,1,4,1,0,Detchd,0.0,840,2.0,2.0,2,0,0,0,0,0,0,0,6,COD,Abnorml,139000,0,57,0
1142,60,RL,,10304,Pave,2,Lvl,AllPub,CulDSac,2,1,PosN,Norm,1Fam,2Story,5,7,Gable,CompShg,Plywood,Plywood,44.0,1,3,CBlock,1.0,2.0,0.0,4.0,381,1.0,0,399,780,GasA,4,1,SBrkr,780,0,1868,1,0,2,1,4,1,2,9,1,1,Attchd,0.0,484,2.0,2.0,2,448,96,0,0,0,0,0,10,WD,Normal,197500,0,33,0
1143,60,RL,77.0,9965,Pave,3,Lvl,AllPub,Inside,2,0,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,340.0,2,2,PConc,3.0,2.0,3.0,5.0,1150,1.0,0,316,1466,GasA,4,1,SBrkr,1362,0,2828,1,0,3,0,4,1,2,11,1,1,BuiltIn,1.0,1052,2.0,2.0,2,125,144,0,0,0,0,0,4,New,Partial,424870,1,0,0
1144,20,RL,,9000,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,5,3,Gable,CompShg,Wd Sdng,Plywood,0.0,1,2,CBlock,1.0,2.0,0.0,5.0,288,1.0,0,718,1006,GasA,2,1,SBrkr,0,0,1006,0,0,1,0,3,1,1,5,1,0,,,0,,,2,0,24,0,0,0,0,0,7,WD,Normal,80000,0,49,0
1145,190,RL,60.0,12180,Pave,3,Lvl,AllPub,Inside,2,3,Norm,Norm,2fmCon,1.5Fin,4,4,Gable,CompShg,MetalSd,MetalSd,0.0,1,1,BrkTil,2.0,2.0,0.0,3.0,348,1.0,0,324,672,Grav,1,0,FuseA,252,0,924,1,0,1,0,2,1,0,5,1,0,Detchd,0.0,280,2.0,2.0,2,0,0,0,0,0,0,0,7,WD,Normal,80000,1,60,0
1146,50,RM,52.0,6240,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,0.0,1,2,BrkTil,1.0,2.0,0.0,0.0,0,1.0,0,1042,1042,GasA,4,1,SBrkr,534,0,1576,0,0,1,0,3,1,1,8,1,1,Detchd,0.0,225,2.0,2.0,2,0,0,0,0,0,0,0,8,WD,Family,149000,1,56,0
1147,20,RL,,11200,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Shng,85.0,2,2,CBlock,2.0,2.0,0.0,5.0,1258,1.0,0,40,1298,GasA,2,1,SBrkr,0,0,1298,1,0,2,0,3,1,2,5,1,1,Attchd,0.0,403,2.0,2.0,2,165,26,0,0,0,0,0,5,WD,Normal,180000,0,21,0
1148,70,RL,75.0,12000,Pave,3,Bnk,AllPub,Inside,2,0,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,MetalSd,MetalSd,0.0,1,2,CBlock,1.0,2.0,0.0,2.0,275,1.0,0,429,704,GasA,4,1,SBrkr,704,0,1564,0,0,1,1,3,1,0,7,1,1,Attchd,0.0,234,2.0,2.0,2,0,0,0,0,0,0,0,7,WD,Normal,174500,1,59,0
1149,50,RM,,5700,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,1,2,PConc,1.0,2.0,0.0,0.0,0,1.0,0,572,572,GasA,2,1,SBrkr,539,0,1111,0,0,1,0,2,1,1,5,1,1,Detchd,0.0,288,2.0,2.0,2,0,0,176,0,0,0,0,8,WD,Normal,116900,1,58,0
1150,70,RM,50.0,9000,Pave,3,Lvl,AllPub,Inside,2,1,Artery,Norm,1Fam,2Story,7,9,Hip,CompShg,VinylSd,VinylSd,0.0,1,3,PConc,1.0,2.0,0.0,4.0,624,1.0,0,26,650,GasA,4,1,SBrkr,650,0,1482,0,1,1,0,3,1,1,7,1,0,Detchd,0.0,324,2.0,2.0,2,0,0,0,0,0,0,0,7,WD,Normal,143000,1,21,0
1151,20,RL,57.0,8280,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,BrkFace,0.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,932,932,GasA,4,1,FuseA,0,0,932,0,0,1,0,2,1,2,4,1,1,Attchd,0.0,306,2.0,2.0,2,0,0,214,0,0,0,0,11,WD,Normal,124000,0,57,0
1152,20,RL,134.0,17755,Pave,3,Lvl,AllPub,Inside,2,3,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,HdBoard,Plywood,132.0,1,2,CBlock,1.0,2.0,0.0,3.0,176,1.0,0,1290,1466,GasA,2,1,SBrkr,0,0,1466,0,0,1,1,3,1,0,6,1,2,Attchd,2.0,528,2.0,2.0,2,0,140,0,0,100,0,0,11,WD,Normal,149900,0,47,0
1153,20,RL,90.0,14115,Pave,2,Lvl,AllPub,Inside,2,0,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Stone,Stone,0.0,1,2,PConc,1.0,2.0,0.0,4.0,296,5.0,547,230,1073,GasA,4,1,SBrkr,0,0,1811,0,0,1,0,2,1,3,6,1,1,Attchd,2.0,470,2.0,2.0,2,0,0,280,0,0,0,0,7,WD,Abnorml,230000,1,2,0
1154,30,RM,,5890,Pave,3,Lvl,AllPub,Corner,2,2,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,2,3,BrkTil,1.0,2.0,2.0,4.0,538,1.0,0,278,816,GasA,4,1,SBrkr,0,0,816,0,0,1,0,2,1,1,5,1,0,Detchd,0.0,432,2.0,2.0,2,0,0,96,0,0,0,0,6,WD,Normal,120500,1,1,0
1155,60,RL,,13700,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,288.0,1,2,CBlock,1.0,2.0,3.0,4.0,454,1.0,0,410,864,GasA,2,1,SBrkr,918,0,1820,0,0,1,2,4,1,2,8,1,2,Attchd,0.0,492,2.0,2.0,2,60,84,0,0,273,0,0,5,WD,Normal,201800,1,20,0
1156,20,RL,90.0,10768,Pave,2,Lvl,AllPub,Corner,2,0,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,Plywood,Plywood,0.0,2,3,CBlock,2.0,2.0,3.0,4.0,1157,1.0,0,280,1437,GasA,2,1,SBrkr,0,0,1437,1,0,2,0,3,1,2,6,1,1,Attchd,1.0,528,2.0,2.0,2,0,21,0,0,180,0,0,7,WD,Normal,218000,1,3,0
1157,80,RL,85.0,9350,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,SLvl,5,8,Gable,CompShg,BrkFace,BrkFace,0.0,1,3,PConc,1.0,2.0,3.0,4.0,633,1.0,0,586,1219,GasA,3,1,SBrkr,0,0,1265,0,1,2,0,3,1,2,6,1,1,Attchd,1.0,502,2.0,2.0,2,0,92,0,96,0,0,0,10,WD,Normal,179900,1,9,0
1158,120,RL,34.0,5001,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,Twnhs,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,166.0,2,2,PConc,2.0,2.0,0.0,5.0,904,1.0,0,410,1314,GasA,4,1,SBrkr,0,0,1314,1,0,2,0,2,1,2,6,1,1,Attchd,1.0,626,2.0,2.0,2,172,62,0,0,0,0,0,7,WD,Normal,230000,1,1,0
1159,20,RL,92.0,11932,Pave,3,Lvl,AllPub,FR2,2,1,Feedr,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,186.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,1580,1580,GasA,4,1,SBrkr,0,0,1580,0,0,2,0,3,1,2,7,1,0,Attchd,1.0,830,2.0,2.0,2,0,24,0,0,0,0,0,6,ConLD,Partial,235128,1,0,0
1160,60,RL,76.0,9120,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,2Story,6,6,Hip,CompShg,HdBoard,HdBoard,270.0,2,2,CBlock,1.0,2.0,0.0,4.0,442,1.0,0,459,901,GasA,2,1,SBrkr,933,0,1876,0,0,2,1,4,1,2,8,1,1,Attchd,1.0,540,3.0,2.0,2,0,69,0,0,0,0,0,7,WD,Normal,185000,0,34,0
1161,160,RL,24.0,2280,Pave,3,Lvl,AllPub,Inside,2,3,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,0.0,1,2,CBlock,2.0,2.0,0.0,4.0,311,1.0,0,544,855,GasA,1,1,SBrkr,601,0,1456,0,0,2,1,3,1,1,7,1,1,Attchd,0.0,440,2.0,2.0,2,26,0,0,0,0,0,0,7,WD,Normal,146000,0,32,0
1162,20,RL,,14778,Pave,2,Low,AllPub,CulDSac,2,0,PosN,Norm,1Fam,1Story,6,7,Hip,CompShg,HdBoard,HdBoard,72.0,2,2,CBlock,1.0,2.0,0.0,3.0,728,1.0,0,568,1296,GasA,4,1,SBrkr,0,0,1640,1,0,1,0,3,1,2,7,1,1,Detchd,0.0,924,2.0,2.0,2,108,0,0,216,0,0,0,11,WD,Normal,224000,1,2,0
1163,20,RL,109.0,8724,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,0.0,1,2,CBlock,2.0,2.0,0.0,3.0,492,1.0,0,402,894,GasA,3,1,SBrkr,0,0,894,0,0,1,0,3,1,1,5,1,1,Attchd,2.0,450,2.0,2.0,2,0,0,0,0,0,0,0,5,WD,Normal,129000,0,39,0
1164,90,RL,60.0,12900,Pave,3,Lvl,AllPub,Inside,2,2,Feedr,Norm,Duplex,SFoyer,4,4,Gable,CompShg,Plywood,Plywood,0.0,1,2,CBlock,2.0,2.0,2.0,5.0,1198,1.0,0,0,1198,GasA,2,1,SBrkr,0,0,1258,2,0,0,2,0,2,1,6,1,0,CarPort,0.0,400,1.0,2.0,2,120,0,0,0,0,0,0,1,WD,Alloca,108959,0,39,0
1165,80,RL,,16157,Pave,2,Lvl,AllPub,FR2,2,0,Feedr,Norm,1Fam,SLvl,5,7,Gable,CompShg,Plywood,Plywood,0.0,1,2,PConc,2.0,2.0,3.0,4.0,680,2.0,391,289,1360,GasA,4,1,SBrkr,0,0,1432,1,0,1,1,2,1,2,5,1,1,Attchd,0.0,588,2.0,2.0,2,168,180,0,0,0,0,0,6,WD,Normal,194000,0,29,0
1166,20,RL,79.0,9541,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,268.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,1502,1502,GasA,4,1,SBrkr,0,0,1502,0,0,2,0,3,1,2,7,1,0,Attchd,1.0,644,2.0,2.0,2,0,114,0,0,0,0,0,9,New,Partial,233170,0,0,1
1167,20,RL,64.0,10475,Pave,2,Lvl,AllPub,Corner,2,0,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,72.0,2,2,PConc,2.0,2.0,2.0,0.0,0,1.0,0,1694,1694,GasA,4,1,SBrkr,0,0,1694,0,0,2,0,3,1,2,7,1,0,Attchd,1.0,776,2.0,2.0,2,160,33,0,0,0,0,0,2,WD,Normal,245350,0,2,0
1168,60,RL,58.0,10852,Pave,2,Lvl,AllPub,Inside,2,3,RRAn,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,1,2,PConc,2.0,2.0,0.0,5.0,786,1.0,0,173,959,GasA,4,1,SBrkr,712,0,1671,1,0,2,1,3,1,1,7,1,1,Attchd,2.0,472,2.0,2.0,2,0,38,0,0,0,0,0,2,WD,Normal,173000,0,6,0
1169,70,RL,120.0,13728,Pave,3,Lvl,AllPub,Corner,2,3,Norm,Norm,1Fam,2Story,6,7,Hip,CompShg,Stucco,Stucco,0.0,1,2,CBlock,1.0,2.0,0.0,2.0,626,1.0,0,501,1127,GasA,4,1,SBrkr,872,0,2108,0,0,2,0,4,1,2,7,1,2,Basment,0.0,540,2.0,2.0,2,0,0,0,0,90,0,0,7,WD,Normal,235000,1,22,0
1170,60,RL,118.0,35760,Pave,2,Lvl,AllPub,CulDSac,2,1,Norm,Norm,1Fam,2Story,10,5,Hip,CompShg,HdBoard,HdBoard,1378.0,2,3,PConc,3.0,2.0,3.0,5.0,1387,1.0,0,543,1930,GasA,4,1,SBrkr,1796,0,3627,1,0,3,1,4,1,2,10,1,1,Attchd,2.0,807,2.0,2.0,2,361,76,0,0,0,0,0,7,WD,Normal,625000,1,10,0
1171,80,RL,76.0,9880,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,Plywood,Plywood,0.0,1,2,CBlock,1.0,2.0,2.0,4.0,522,1.0,0,574,1096,GasA,2,1,SBrkr,0,0,1118,1,0,1,0,3,1,1,6,1,1,Attchd,2.0,358,2.0,2.0,2,203,0,0,0,0,576,0,7,WD,Normal,171000,0,31,0
1172,20,RL,76.0,9120,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,MetalSd,MetalSd,0.0,1,2,CBlock,1.0,2.0,0.0,4.0,662,1.0,0,599,1261,GasA,4,1,SBrkr,0,0,1261,1,0,1,0,3,1,1,6,1,1,Attchd,1.0,433,2.0,2.0,2,0,0,0,0,288,0,1400,11,WD,Normal,163000,0,50,0
1173,160,FV,35.0,4017,Pave,2,Lvl,AllPub,Inside,2,1,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,0.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,625,625,GasA,4,1,SBrkr,625,0,1250,0,0,2,1,2,1,2,5,1,0,Detchd,2.0,625,2.0,2.0,2,0,54,0,0,0,0,0,3,WD,Normal,171900,1,1,0
