,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,MiscVal,SaleType,SaleCondition,SalePrice,TotalSF,TotalPorchSF,TotalBath,SnMoSold,CsMoSold,Remodeled,Age,Isnew
1173,50,RL,138.0,18030,Pave,2,Bnk,AllPub,Inside,2,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,2.0,152,3.0,469,977,GasA,2,1,SBrkr,1636,971,479,3,1,3,12,3,1,,,0,,,2,122,0,0,WD,Normal,200500,4684,0,3.0,1.0,6.123233995736766e-17,1,13,0
1174,70,RL,80.0,16560,Pave,2,Lvl,AllPub,Inside,2,Crawfor,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,1,2,BrkTil,2.0,2.0,0.0,2.0,503,1.0,0,449,GasA,2,1,SBrkr,1170,1175,0,4,1,1,9,1,1,Detchd,0.0,360,2.0,2.0,2,0,0,0,WD,Normal,239000,3297,0,2.5,-0.4999999999999997,-0.8660254037844388,1,56,0
1175,50,RL,85.0,10678,Pave,3,Lvl,AllPub,Inside,2,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,Hip,CompShg,HdBoard,HdBoard,2.0,337.0,2,2,PConc,2.0,2.0,0.0,5.0,700,1.0,0,983,GasA,4,1,SBrkr,2129,743,0,4,1,2,9,1,1,Attchd,2.0,541,2.0,2.0,2,0,0,0,WD,Normal,285000,4555,33,2.5,0.8660254037844387,-0.4999999999999998,1,7,0
1176,20,RL,37.0,6951,Pave,2,Lvl,AllPub,CulDSac,2,Mitchel,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,Plywood,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,4.0,658,1.0,0,218,GasA,2,1,SBrkr,923,0,0,3,1,1,5,1,0,Attchd,0.0,264,2.0,2.0,2,362,0,0,WD,Normal,119500,1799,0,2.0,-0.8660254037844386,0.5000000000000001,1,23,0
1177,50,RM,,3950,Pave,3,Bnk,AllPub,Inside,2,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,2.0,468,1.0,0,350,GasA,2,1,SBrkr,818,406,0,3,1,1,5,1,0,Detchd,0.0,210,2.0,2.0,0,0,0,0,WD,Normal,115000,2042,116,1.0,-2.4492935982947064e-16,1.0,1,5,0
1178,50,RL,54.0,7681,Pave,2,Lvl,AllPub,FR2,2,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,1,2,BrkTil,1.0,2.0,0.0,0.0,0,1.0,0,731,GasA,4,1,SBrkr,820,523,0,3,1,1,7,1,1,Detchd,0.0,186,1.0,2.0,2,192,0,0,WD,Normal,154900,2074,102,1.5,-0.4999999999999997,-0.8660254037844388,1,59,0
1179,20,RL,77.0,8335,Pave,3,Lvl,AllPub,Corner,2,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,1,2,Slab,,,,,0,,0,0,GasA,3,1,SBrkr,1124,0,0,3,1,1,5,5,1,,,0,,,0,0,0,0,WD,Normal,93000,1124,226,1.0,0.8660254037844387,-0.4999999999999998,0,52,0
1180,60,RL,,11170,Pave,1,Lvl,AllPub,Corner,2,Timber,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,1,2,Wood,2.0,2.0,0.0,1.0,1216,1.0,0,0,GasA,4,1,SBrkr,1298,1216,0,4,1,1,8,1,0,Attchd,2.0,693,2.0,2.0,2,0,0,0,WD,Normal,250000,3730,0,2.5,0.8660254037844387,-0.4999999999999998,1,15,0
1181,120,RM,64.0,5587,Pave,2,HLS,AllPub,Inside,1,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,3.0,186.0,3,2,PConc,3.0,2.0,3.0,5.0,1480,1.0,0,120,GasA,4,1,SBrkr,1652,0,0,2,1,2,5,1,1,Attchd,2.0,482,2.0,2.0,2,162,0,0,New,Partial,392500,3252,206,3.5,-0.5000000000000004,0.8660254037844384,0,0,1
1182,60,RL,160.0,15623,Pave,2,Lvl,AllPub,Corner,2,NoRidge,Norm,Norm,1Fam,2Story,10,5,Hip,CompShg,Wd Sdng,ImStucc,0.0,0.0,2,2,PConc,3.0,2.0,2.0,5.0,2096,1.0,0,300,GasA,4,1,SBrkr,2411,2065,0,4,1,3,10,1,2,Attchd,2.0,813,2.0,2.0,2,171,555,0,WD,Abnorml,745000,6872,78,4.5,-0.4999999999999997,-0.8660254037844388,0,11,0
1183,30,RL,60.0,10800,Pave,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,Stucco,Stucco,0.0,0.0,1,2,BrkTil,1.0,2.0,0.0,2.0,821,1.0,0,299,GasA,4,1,SBrkr,1130,0,0,2,1,1,5,1,1,Detchd,0.0,720,2.0,2.0,2,229,0,0,WD,Normal,120000,2250,0,2.0,1.2246467991473532e-16,-1.0,1,56,0
1184,20,RL,50.0,35133,Grvl,3,Lvl,AllPub,Inside,1,Timber,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,MetalSd,MetalSd,2.0,226.0,1,2,CBlock,1.0,2.0,3.0,2.0,1159,1.0,0,413,GasA,3,1,SBrkr,1572,0,0,3,1,1,5,1,2,2Types,1.0,995,2.0,2.0,2,0,0,0,WD,Normal,186700,3144,526,2.5,0.5,-0.8660254037844387,0,44,0
1185,50,RL,60.0,9738,Pave,3,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,AsbShng,AsbShng,0.0,0.0,1,3,BrkTil,1.0,2.0,0.0,3.0,392,1.0,0,392,GasA,3,1,SBrkr,949,272,0,4,1,1,7,1,0,Attchd,0.0,392,2.0,2.0,2,0,0,0,WD,Normal,104900,2005,236,2.0,1.0,6.123233995736766e-17,1,56,0
1186,190,RL,107.0,10615,Pave,2,Bnk,AllPub,Corner,1,OldTown,Artery,Artery,2fmCon,2Story,3,5,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,1,2,CBlock,0.0,2.0,1.0,3.0,440,1.0,0,538,GasA,2,1,SBrkr,1014,685,0,3,2,1,7,1,0,CarPort,0.0,420,1.0,1.0,2,0,0,0,WD,Abnorml,95000,2677,74,3.0,-0.8660254037844384,-0.5000000000000004,1,39,0
1187,20,RL,89.0,12461,Pave,3,Lvl,AllPub,Corner,2,NoRidge,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,ImStucc,ImStucc,0.0,0.0,2,2,PConc,2.0,2.0,0.0,5.0,1456,1.0,0,168,GasA,4,1,SBrkr,1624,0,0,2,1,2,5,1,1,Attchd,1.0,757,2.0,2.0,2,0,0,0,WD,Normal,262000,3248,306,3.0,-0.4999999999999997,-0.8660254037844388,1,11,0
1188,60,RL,68.0,8935,Pave,2,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,2.0,95.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,831,GasA,4,1,SBrkr,831,829,0,3,1,2,7,1,0,Attchd,1.0,493,2.0,2.0,2,144,0,0,WD,Normal,195000,2491,68,2.5,-0.4999999999999997,-0.8660254037844388,0,7,0
1189,60,RL,60.0,7500,Pave,3,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,1,2,PConc,1.0,2.0,0.0,0.0,0,1.0,0,994,GasA,3,1,SBrkr,1028,776,0,3,1,2,7,1,1,Attchd,2.0,442,2.0,2.0,2,140,0,0,WD,Normal,189000,2798,60,2.5,1.2246467991473532e-16,-1.0,0,11,0
1191,160,FV,24.0,2645,Pave,3,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,Twnhs,2Story,8,5,Gable,CompShg,MetalSd,MetalSd,2.0,456.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,776,GasA,4,1,SBrkr,764,677,0,2,1,2,5,1,0,Detchd,0.0,492,2.0,2.0,2,206,0,0,WD,Normal,174000,2217,0,2.5,-0.5000000000000004,0.8660254037844384,1,7,0
1192,50,RM,60.0,9600,Pave,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,Gambrel,CompShg,VinylSd,VinylSd,0.0,0.0,1,2,PConc,1.0,2.0,1.0,0.0,0,1.0,0,702,GasA,3,1,SBrkr,842,630,0,3,1,2,6,1,0,Detchd,0.0,250,2.0,1.0,1,0,0,0,WD,Normal,125000,2174,84,1.0,-0.4999999999999997,-0.8660254037844388,1,13,0
1193,120,RM,,4500,Pave,3,Lvl,AllPub,FR2,2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,2.0,425.0,1,2,PConc,3.0,2.0,0.0,5.0,883,1.0,0,341,GasA,4,1,SBrkr,1224,0,0,2,1,1,5,1,0,Attchd,2.0,402,2.0,2.0,2,0,0,0,WD,Normal,165000,2448,304,3.0,1.2246467991473532e-16,-1.0,0,10,0
1194,60,RL,80.0,9364,Pave,3,Lvl,AllPub,Corner,2,Sawyer,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,3.0,143.0,1,2,CBlock,1.0,2.0,0.0,4.0,371,1.0,0,292,GasA,2,1,SBrkr,663,689,0,4,1,1,7,1,0,Attchd,2.0,299,2.0,2.0,2,379,0,0,WD,Normal,158000,2015,36,1.5,1.0,6.123233995736766e-17,0,41,0
1195,60,RL,51.0,8029,Pave,2,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,1,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,728,GasA,4,1,SBrkr,728,728,0,3,1,2,8,1,0,Attchd,2.0,400,2.0,2.0,2,100,0,0,WD,Normal,176000,2184,24,2.5,-0.4999999999999997,-0.8660254037844388,0,3,0
1196,60,RL,58.0,14054,Pave,2,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,PConc,2.0,2.0,2.0,0.0,0,1.0,0,879,GasA,4,1,SBrkr,879,984,0,4,1,2,9,1,1,BuiltIn,2.0,660,2.0,2.0,2,100,0,0,New,Partial,219210,2742,17,2.5,-0.5000000000000004,0.8660254037844384,0,0,1
1197,75,RM,65.0,8850,Pave,2,Bnk,AllPub,Corner,2,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,1,2,BrkTil,1.0,2.0,0.0,0.0,0,1.0,0,815,GasA,4,1,SBrkr,815,875,0,3,1,1,7,1,1,Detchd,0.0,225,2.0,2.0,2,0,0,0,ConLw,Normal,144000,2505,330,1.0,-0.4999999999999997,-0.8660254037844388,1,56,0
1198,20,RL,70.0,9100,Pave,3,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,1212,GasA,4,1,SBrkr,1212,0,0,3,1,2,6,1,0,Attchd,1.0,573,2.0,2.0,2,356,0,0,WD,Normal,178000,2424,0,2.0,1.2246467991473532e-16,-1.0,0,8,0
1199,20,RL,75.0,11235,Pave,3,Lvl,AllPub,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,2.0,51.0,1,2,CBlock,1.0,2.0,0.0,2.0,547,1.0,0,504,GasA,3,1,SBrkr,1382,0,0,3,1,1,6,1,1,Attchd,0.0,459,2.0,2.0,2,0,0,0,WD,Normal,148000,2433,82,1.5,-0.8660254037844386,0.5000000000000001,1,27,0
1200,20,RL,71.0,9353,Pave,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,864,GasA,3,1,SBrkr,864,0,0,3,1,1,5,1,0,Attchd,0.0,280,2.0,2.0,2,0,0,0,Oth,Abnorml,116050,1728,0,1.0,-0.4999999999999997,-0.8660254037844388,0,36,0
1201,60,RL,80.0,10400,Pave,3,Lvl,AllPub,Corner,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,1,2,PConc,2.0,2.0,2.0,0.0,0,1.0,0,866,GasA,4,1,SBrkr,866,913,0,3,1,2,6,1,0,Attchd,1.0,546,2.0,2.0,2,198,0,0,WD,Normal,197900,2645,36,2.5,1.0,6.123233995736766e-17,0,11,0
1202,50,RM,50.0,6000,Pave,3,Lvl,AllPub,Corner,2,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,1,2,BrkTil,1.0,2.0,0.0,0.0,0,1.0,0,884,GasA,4,1,SBrkr,884,464,0,3,1,1,5,1,1,Detchd,0.0,216,2.0,2.0,0,0,0,0,WD,Normal,117000,2232,208,2.0,0.5,-0.8660254037844387,1,12,0
1203,20,RL,75.0,9750,Pave,3,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,2.0,171.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,1630,GasA,4,1,SBrkr,1630,0,0,3,1,2,6,1,1,Attchd,0.0,451,2.0,2.0,2,74,0,0,WD,Normal,213000,3260,234,2.0,-0.8660254037844386,0.5000000000000001,1,8,0
1204,20,RL,78.0,10140,Pave,3,Lvl,AllPub,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,1,2,CBlock,2.0,2.0,0.0,4.0,788,1.0,0,268,GasA,4,1,SBrkr,1074,0,0,3,1,1,6,1,0,Attchd,1.0,495,2.0,2.0,2,0,0,0,WD,Normal,153500,2130,88,2.5,-0.4999999999999997,-0.8660254037844388,0,31,0
1205,20,RL,90.0,14684,Pave,2,Lvl,AllPub,CulDSac,2,SawyerW,Norm,Norm,1Fam,1Story,7,7,Hip,CompShg,HdBoard,HdBoard,2.0,234.0,2,2,CBlock,2.0,2.0,1.0,4.0,485,3.0,177,1496,GasA,3,1,SBrkr,2196,0,0,3,1,2,7,1,1,Attchd,1.0,701,2.0,2.0,2,84,0,0,WD,Normal,271900,4354,70,2.0,1.2246467991473532e-16,-1.0,1,18,0
1206,20,RH,,8900,Pave,3,Lvl,AllPub,Inside,2,SawyerW,Norm,Norm,1Fam,1Story,4,4,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,2.0,1056,1.0,0,0,GasA,2,1,SBrkr,1056,0,0,2,1,1,5,1,0,Detchd,0.0,384,2.0,2.0,2,0,0,0,WD,Normal,107000,2112,42,2.0,-0.5000000000000004,0.8660254037844384,0,40,0
1207,20,RL,70.0,9135,Pave,3,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,2.0,120.0,2,2,PConc,2.0,2.0,2.0,5.0,340,1.0,0,1342,GasA,4,1,SBrkr,1700,0,0,3,1,2,7,1,0,Attchd,1.0,544,2.0,2.0,2,192,0,0,WD,Normal,200000,3382,23,3.0,0.5,-0.8660254037844387,0,3,0
1208,20,RL,70.0,7763,Pave,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,1,3,CBlock,1.0,2.0,0.0,2.0,504,3.0,108,319,GasA,2,1,SBrkr,1283,0,0,3,1,1,6,1,0,Detchd,0.0,506,2.0,2.0,2,0,0,0,WD,Normal,140000,2214,0,2.0,-0.8660254037844386,0.5000000000000001,1,28,0
1209,20,RL,85.0,10182,Pave,2,Lvl,AllPub,CulDSac,2,Somerst,RRNn,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,3.0,420.0,2,2,PConc,3.0,2.0,1.0,5.0,1220,1.0,0,440,GasA,4,1,SBrkr,1660,0,0,3,1,2,8,1,1,Attchd,1.0,500,2.0,2.0,2,322,0,0,New,Partial,290000,3320,50,3.0,0.5,-0.8660254037844387,0,0,1
1210,60,RL,70.0,11218,Pave,3,Lvl,AllPub,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,1055,GasA,4,1,SBrkr,1055,790,0,3,1,2,8,1,1,Attchd,1.0,462,2.0,2.0,2,635,0,400,WD,Normal,189000,2900,104,2.5,0.5,-0.8660254037844387,0,18,0
1211,50,RL,152.0,12134,Pave,2,Bnk,AllPub,Inside,1,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,2,2,Wood,2.0,2.0,2.0,5.0,427,1.0,0,132,GasA,3,1,SBrkr,1080,672,0,4,1,1,8,1,0,Basment,1.0,492,2.0,2.0,2,325,0,0,WD,Normal,164000,2311,12,2.0,1.2246467991473532e-16,-1.0,1,5,0
1212,30,RL,50.0,9340,Pave,3,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,6,Hip,CompShg,MetalSd,MetalSd,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,2.0,344,1.0,0,328,GasA,2,1,SBrkr,672,0,0,2,1,1,4,1,0,Attchd,0.0,234,2.0,2.0,0,0,0,0,WD,Normal,113000,1344,113,2.0,-0.8660254037844384,-0.5000000000000004,1,59,0
1213,80,RL,,10246,Pave,2,Lvl,AllPub,CulDSac,2,Sawyer,Norm,Norm,1Fam,SLvl,4,9,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,1,3,CBlock,1.0,3.0,2.0,5.0,648,1.0,0,0,GasA,4,1,SBrkr,960,0,0,0,1,1,3,1,0,Attchd,0.0,364,2.0,2.0,2,88,0,0,WD,Normal,145000,1608,0,1.5,0.5,-0.8660254037844387,1,5,0
1214,85,RL,69.0,10205,Pave,2,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,SFoyer,5,5,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,1,2,CBlock,1.0,2.0,2.0,3.0,784,1.0,0,141,GasA,2,1,SBrkr,999,0,0,3,1,1,6,1,0,Attchd,0.0,300,2.0,2.0,2,150,0,0,WD,Normal,134500,1924,72,2.0,0.5,-0.8660254037844387,0,44,0
1215,20,RL,99.0,7094,Pave,2,Lvl,AllPub,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,2.0,180,0.0,374,340,GasA,2,1,SBrkr,894,0,0,3,1,1,5,1,0,Detchd,1.0,384,2.0,2.0,2,0,0,0,WD,Normal,125000,1788,0,1.0,0.5,-0.8660254037844387,0,41,0
1216,90,RM,68.0,8930,Pave,3,Lvl,AllPub,Inside,2,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,1,2,Slab,,,,,0,,0,0,GasA,2,1,SBrkr,1318,584,0,4,2,1,8,1,0,Attchd,0.0,539,2.0,2.0,2,0,0,0,WD,Normal,112000,1902,0,2.0,0.8660254037844387,-0.4999999999999998,0,32,0
1217,20,FV,72.0,8640,Pave,3,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,3.0,72.0,2,2,PConc,2.0,2.0,1.0,5.0,936,1.0,0,364,GasA,4,1,SBrkr,1314,0,0,3,1,2,6,1,0,Attchd,1.0,552,2.0,2.0,2,135,0,0,New,Partial,229456,2614,112,3.0,-1.0,-1.8369701987210287e-16,0,0,1
1218,50,RM,52.0,6240,Pave,3,Lvl,AllPub,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,AsbShng,AsbShng,0.0,0.0,1,2,Slab,,,,,0,,0,0,GasA,3,0,SBrkr,672,240,0,2,1,1,3,1,0,,,0,,,0,0,0,0,WD,Normal,80500,912,0,1.0,-0.4999999999999997,-0.8660254037844388,1,56,0
1219,160,RM,21.0,1680,Pave,3,Lvl,AllPub,Inside,2,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,CemntBd,CmentBd,2.0,236.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,672,GasA,2,1,SBrkr,672,546,0,3,1,1,7,1,0,,,0,,,0,201,0,0,WD,Abnorml,91500,1890,0,1.5,0.8660254037844387,-0.4999999999999998,0,35,0
1220,20,RL,66.0,7800,Pave,2,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,2.0,312,0.0,600,0,GasA,2,1,SBrkr,912,0,0,2,1,1,5,1,0,Attchd,0.0,288,2.0,2.0,2,0,0,0,WD,Abnorml,115000,1824,0,1.0,-0.5000000000000004,0.8660254037844384,0,42,0
1221,20,RL,55.0,8250,Pave,3,Lvl,AllPub,Inside,2,Sawyer,Feedr,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,3.0,250,0.0,492,210,GasA,4,1,SBrkr,1211,0,0,3,1,1,5,1,1,Attchd,0.0,322,2.0,2.0,2,0,0,0,WD,Normal,134000,2163,63,1.0,-0.8660254037844384,-0.5000000000000004,0,40,0
1222,50,RL,78.0,10496,Pave,3,Lvl,AllPub,Inside,2,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,2.0,320.0,1,2,CBlock,1.0,2.0,1.0,2.0,196,1.0,0,844,GasA,4,1,SBrkr,1168,678,0,3,1,1,7,1,1,Attchd,0.0,315,2.0,2.0,2,0,0,0,WD,Normal,143000,2886,0,2.0,0.5,0.8660254037844387,1,57,0
1223,20,RL,89.0,10680,Pave,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,3,Hip,CompShg,Wd Sdng,Wd Sdng,2.0,44.0,1,2,CBlock,1.0,1.0,0.0,1.0,756,1.0,0,1380,GasA,2,0,FuseA,2136,0,0,4,1,1,7,4,0,Detchd,0.0,528,2.0,2.0,2,0,0,0,WD,Normal,137900,4272,30,2.0,-0.8660254037844386,0.5000000000000001,0,55,0
1224,60,RL,60.0,15384,Pave,2,Lvl,AllPub,Inside,2,Gilbert,RRAn,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,PConc,2.0,2.0,2.0,5.0,724,1.0,0,64,GasA,4,1,SBrkr,788,702,0,3,1,2,8,1,1,Attchd,2.0,388,2.0,2.0,2,100,0,0,WD,Normal,184000,2278,75,3.5,0.8660254037844386,0.5000000000000001,1,3,0
1225,80,RL,65.0,10482,Pave,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,6,8,Hip,CompShg,VinylSd,VinylSd,2.0,63.0,1,3,CBlock,1.0,2.0,2.0,5.0,507,1.0,0,81,GasA,4,1,SBrkr,1138,0,0,3,1,1,6,1,0,Attchd,1.0,264,2.0,2.0,2,224,0,0,WD,Normal,145000,1726,0,1.5,1.2246467991473532e-16,-1.0,0,49,0
1226,60,RL,86.0,14598,Pave,2,Lvl,AllPub,CulDSac,2,Somerst,Feedr,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,3.0,74.0,2,2,PConc,2.0,2.0,1.0,0.0,0,1.0,0,894,GasA,4,1,SBrkr,894,1039,0,4,1,2,9,1,1,BuiltIn,2.0,668,2.0,2.0,2,100,0,0,WD,Normal,214000,2827,18,2.5,0.5,0.8660254037844387,0,1,0
1227,20,RL,72.0,8872,Pave,3,Lvl,AllPub,Corner,2,NAmes,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,2.0,300.0,1,2,CBlock,1.0,2.0,0.0,4.0,595,1.0,0,317,GasA,4,1,SBrkr,912,0,0,2,1,2,5,1,0,Detchd,0.0,576,2.0,2.0,2,0,0,0,WD,Normal,147000,1824,240,2.0,-2.4492935982947064e-16,1.0,1,0,0
1228,120,RL,65.0,8769,Pave,3,Lvl,AllPub,Corner,2,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,2.0,766.0,3,2,PConc,3.0,2.0,0.0,5.0,1540,1.0,0,162,GasA,4,1,SBrkr,1702,0,0,1,1,3,7,1,1,Attchd,2.0,1052,2.0,2.0,2,0,0,0,New,Partial,367294,3404,296,2.5,-0.8660254037844386,0.5000000000000001,0,0,1
1229,80,RL,70.0,7910,Pave,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,5,5,Hip,CompShg,BrkFace,HdBoard,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,4.0,666,1.0,0,409,GasA,3,1,SBrkr,1507,0,0,4,1,1,7,3,0,Basment,0.0,404,2.0,2.0,2,0,0,0,WD,Normal,127000,2582,0,2.0,-0.8660254037844384,-0.5000000000000004,0,48,0
1230,90,RL,,18890,Pave,2,Lvl,AllPub,Inside,2,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,Shed,CompShg,Plywood,Plywood,0.0,1.0,1,2,CBlock,2.0,2.0,0.0,5.0,498,2.0,211,652,GasA,4,1,SBrkr,1361,1259,0,4,2,1,12,1,1,BuiltIn,1.0,600,2.0,2.0,0,155,0,8300,WD,Normal,190000,3981,169,3.0,-0.8660254037844384,-0.5000000000000004,0,30,0
1231,90,RL,70.0,7728,Pave,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,Duplex,SLvl,5,6,Hip,CompShg,Wd Sdng,Wd Sdng,2.0,120.0,1,2,CBlock,1.0,2.0,2.0,4.0,803,1.0,0,303,GasA,2,1,SBrkr,1190,0,0,3,1,1,6,1,0,Attchd,0.0,540,2.0,2.0,2,0,0,0,WD,Normal,132500,2296,18,2.0,0.5,-0.8660254037844387,0,44,0
1232,90,RL,70.0,9842,Pave,3,Lvl,AllPub,FR2,2,NAmes,Norm,Norm,Duplex,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,1,2,Slab,,,,,0,,0,0,GasA,2,1,SBrkr,1224,0,0,2,2,1,6,1,0,CarPort,0.0,462,2.0,2.0,2,0,0,0,WD,Normal,101800,1224,0,2.0,1.0,6.123233995736766e-17,0,45,0
