,MSZoning,Street,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,Heating,Electrical,GarageType,SaleType,SaleCondition,Age,GarageArea,TotalSF,MasVnrArea,WoodDeckSF,BsmtFinSF1,2ndFlrSF,BsmtFinSF2,MiscVal,LotArea,SalePrice
1083,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,42,461,2502,425.0,0,553,0,0,700,8800,160000
1084,RL,Pave,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,10,409,2189,0.0,315,592,807,0,0,13031,187500
1085,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,18,564,1932,0.0,120,747,0,0,0,9069,147000
1086,RM,Pave,Lvl,AllPub,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,CBlock,GasA,SBrkr,Attchd,WD,Normal,37,286,1638,0.0,120,334,546,0,0,1974,83500
1087,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,3,1043,3035,0.0,160,0,871,0,0,10574,252000
1088,RM,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Detchd,WD,Normal,2,380,2679,50.0,0,0,739,0,0,2522,137500
1089,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Attchd,WD,Normal,1,550,2494,0.0,0,1039,0,0,0,3316,197000
1090,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,BrkFace,BrkFace,Slab,Wall,FuseA,Detchd,WD,Normal,59,400,1040,0.0,0,0,0,0,0,8544,92900
1091,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Detchd,WD,Normal,8,462,1852,212.0,0,510,628,0,0,2160,160000
1092,RL,Pave,Bnk,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Detchd,WD,Normal,58,576,2875,0.0,342,423,304,0,0,8400,136500
1093,RL,Pave,Lvl,AllPub,Corner,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,8,884,2064,166.0,0,661,0,0,0,9230,146000
1094,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,10,308,1872,0.0,0,248,0,240,0,5868,129000
1095,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,1,440,2628,0.0,0,24,0,0,0,9317,176432
1096,RM,Pave,Lvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,SBrkr,,WD,Normal,1,0,2039,0.0,136,0,582,0,0,6882,127000
1097,RL,Pave,Lvl,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,21,461,2162,0.0,0,0,0,0,0,3696,170000
1098,RM,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkTil,GasA,SBrkr,Detchd,WD,Normal,59,240,1996,0.0,0,672,567,0,0,6000,128000
1099,RL,Pave,Lvl,AllPub,Inside,NWAmes,RRAn,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,COD,Abnorml,31,478,2872,206.0,0,704,0,0,0,11880,157000
1100,RL,Pave,Bnk,AllPub,Inside,SWISU,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,FuseF,Detchd,WD,Normal,59,246,728,0.0,0,290,0,0,0,8400,60000
1101,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,36,280,1900,0.0,0,412,0,287,0,9758,119500
1102,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Family,5,254,2144,45.0,0,588,0,0,0,7000,135000
1103,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,CBlock,GasA,SBrkr,BuiltIn,WD,Normal,47,539,1849,0.0,0,655,0,0,0,8910,159500
1104,RM,Pave,Lvl,AllPub,Inside,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Detchd,WD,Normal,37,440,1932,304.0,0,0,672,0,0,2016,106000
1105,RL,Pave,Lvl,AllPub,Corner,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,15,712,4085,362.0,186,1032,1122,0,0,12256,325000
1106,RL,Pave,Lvl,AllPub,Corner,SawyerW,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,16,719,2352,0.0,0,738,0,0,0,10357,179900
1107,RL,Pave,HLS,AllPub,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,New,Partial,0,422,2889,0.0,0,0,1134,0,0,23257,274725
1108,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Abnorml,7,463,2614,0.0,100,0,742,0,0,8063,181000
1109,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Attchd,WD,Normal,4,862,3672,42.0,125,1039,0,0,0,11362,280000
1110,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,12,431,2431,0.0,224,219,885,0,0,8000,188000
1111,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,32,483,2767,660.0,0,403,866,0,0,10480,205000
1112,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,CBlock,GasA,FuseA,Detchd,WD,Normal,49,308,1632,0.0,0,708,0,0,0,7100,129900
1113,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,1,240,2016,0.0,0,643,0,0,0,8923,134500
1114,RL,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,6,326,1666,0.0,0,415,0,0,0,5400,117000
1115,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,928,3468,328.0,0,1004,0,0,0,12085,318000
1116,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,7,527,1827,0.0,120,353,640,0,0,7750,184100
1117,RL,Pave,Lvl,AllPub,FR2,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,5,450,1788,0.0,0,702,0,0,0,9764,130000
1118,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,BuiltIn,WD,Normal,21,300,2134,0.0,280,0,580,0,0,13825,140000
1119,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,CBlock,GasA,FuseA,Attchd,WD,Normal,47,286,2080,0.0,140,369,0,0,0,7560,133700
1120,RM,Pave,Bnk,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,BrkTil,GasA,FuseA,Detchd,WD,Normal,57,308,2024,0.0,0,0,0,0,0,8263,118400
1121,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,782,3104,196.0,144,24,0,0,0,10084,212900
1122,RL,Pave,Lvl,AllPub,Corner,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,CBlock,GasA,FuseA,Basment,COD,Abnorml,53,288,1632,0.0,64,0,0,0,0,8926,112000
1123,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,,WD,Normal,1,0,1396,0.0,0,0,0,0,0,9405,118000
1124,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,15,392,1866,170.0,100,0,670,0,0,9125,163900
1125,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Detchd,WD,Normal,54,672,2010,0.0,0,0,0,0,0,10434,115000
1126,RL,Pave,Lvl,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,2,660,2928,130.0,143,0,0,0,0,3684,174000
1127,RL,Pave,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Family,3,630,3060,0.0,144,1300,0,0,0,14572,259000
1128,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,2,434,2806,0.0,100,0,1112,0,0,11796,215000
1129,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,Duplex,SFoyer,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,27,672,1872,180.0,49,936,0,0,0,7200,140000
1130,RL,Pave,Lvl,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Plywood,BrkTil,GasA,SBrkr,Detchd,WD,Normal,59,576,3103,0.0,431,622,653,0,0,7804,135000
1131,RL,Pave,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,,Oth,Abnorml,15,0,1948,0.0,0,212,0,0,0,10712,93500
1132,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasW,SBrkr,Detchd,WD,Normal,57,205,3218,0.0,0,0,1032,0,0,9900,117500
1133,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,14,466,3148,0.0,0,584,878,0,0,9828,239500
1134,RL,Pave,HLS,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,10,460,2516,0.0,100,0,684,0,0,8773,169000
1135,RM,Pave,Lvl,AllPub,Corner,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,Detchd,WD,Normal,57,180,1946,0.0,0,0,0,0,0,6180,102000
1136,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,FuseA,Attchd,WD,Abnorml,58,288,2284,0.0,0,280,220,0,0,9600,119000
1137,RL,Pave,Lvl,AllPub,Inside,Sawyer,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,,WD,Normal,14,0,1800,0.0,0,0,240,0,0,6342,94000
1138,RL,Pave,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,ImStucc,PConc,GasA,SBrkr,Attchd,WD,Normal,32,714,3134,0.0,264,1567,0,0,0,9819,196000
1139,RL,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Stucco,Stucco,BrkTil,GasA,SBrkr,Detchd,WD,Normal,57,495,2082,0.0,0,645,0,0,0,8731,144000
1140,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Detchd,COD,Abnorml,57,840,1904,0.0,0,852,0,0,0,7350,139000
1141,RL,Pave,Lvl,AllPub,CulDSac,NWAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,33,484,2648,44.0,448,381,780,0,0,10304,197500
1142,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,New,Partial,0,1052,4294,340.0,125,1150,1362,0,0,9965,424870
1143,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,CBlock,GasA,SBrkr,,WD,Normal,49,0,2012,0.0,0,288,0,0,0,9000,80000
1144,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkTil,Grav,FuseA,Detchd,WD,Normal,60,280,1596,0.0,0,348,252,0,0,12180,80000
1145,RM,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkTil,GasA,SBrkr,Detchd,WD,Family,56,225,2618,0.0,0,0,534,0,0,6240,149000
1146,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Shng,CBlock,GasA,SBrkr,Attchd,WD,Normal,21,403,2596,85.0,165,1258,0,0,0,11200,180000
1147,RL,Pave,Bnk,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,59,234,2268,0.0,0,275,704,0,0,12000,174500
1148,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,SBrkr,Detchd,WD,Normal,58,288,1683,0.0,0,0,539,0,0,5700,116900
1149,RM,Pave,Lvl,AllPub,Inside,OldTown,Artery,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Detchd,WD,Normal,21,324,2132,0.0,0,624,650,0,0,9000,143000
1150,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,CBlock,GasA,FuseA,Attchd,WD,Normal,57,306,1864,0.0,0,0,0,0,0,8280,124000
1151,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,47,528,2932,132.0,0,176,0,0,0,17755,149900
1152,RL,Pave,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Stone,Stone,PConc,GasA,SBrkr,Attchd,WD,Abnorml,2,470,2884,0.0,0,296,0,547,0,14115,230000
1153,RM,Pave,Lvl,AllPub,Corner,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,Detchd,WD,Normal,1,432,1632,0.0,0,538,0,0,0,5890,120500
1154,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,20,492,2684,288.0,60,454,918,0,0,13700,201800
1155,RL,Pave,Lvl,AllPub,Corner,Veenker,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,3,528,2874,0.0,0,1157,0,0,0,10768,218000
1156,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,BrkFace,BrkFace,PConc,GasA,SBrkr,Attchd,WD,Normal,9,502,2484,0.0,0,633,0,0,0,9350,179900
1157,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,Twnhs,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,1,626,2628,166.0,172,904,0,0,0,5001,230000
1158,RL,Pave,Lvl,AllPub,FR2,Somerst,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,ConLD,Partial,0,830,3160,186.0,0,0,0,0,0,11932,235128
1159,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,34,540,2777,270.0,0,442,933,0,0,9120,185000
1160,RL,Pave,Lvl,AllPub,Inside,NPkVill,Norm,Norm,Twnhs,2Story,Gable,CompShg,Plywood,Brk Cmn,CBlock,GasA,SBrkr,Attchd,WD,Normal,32,440,2311,0.0,26,311,601,0,0,2280,146000
1161,RL,Pave,Low,AllPub,CulDSac,Crawfor,PosN,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Detchd,WD,Normal,2,924,2936,72.0,108,728,0,0,0,14778,224000
1162,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,39,450,1788,0.0,0,492,0,0,0,8724,129000
1163,RL,Pave,Lvl,AllPub,Inside,Sawyer,Feedr,Norm,Duplex,SFoyer,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,CarPort,WD,Alloca,39,400,2456,0.0,120,1198,0,0,0,12900,108959
1164,RL,Pave,Lvl,AllPub,FR2,Veenker,Feedr,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,PConc,GasA,SBrkr,Attchd,WD,Normal,29,588,2792,0.0,168,680,0,391,0,16157,194000
1165,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,644,3004,268.0,0,0,0,0,0,9541,233170
1166,RL,Pave,Lvl,AllPub,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,2,776,3388,72.0,160,0,0,0,0,10475,245350
1167,RL,Pave,Lvl,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,6,472,2630,0.0,0,786,712,0,0,10852,173000
1168,RL,Pave,Lvl,AllPub,Corner,Edwards,Norm,Norm,1Fam,2Story,Hip,CompShg,Stucco,Stucco,CBlock,GasA,SBrkr,Basment,WD,Normal,22,540,3235,0.0,0,626,872,0,0,13728,235000
1169,RL,Pave,Lvl,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,10,807,5557,1378.0,361,1387,1796,0,0,35760,625000
1170,RL,Pave,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,31,358,2214,0.0,203,522,0,0,0,9880,171000
1171,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,50,433,2522,0.0,0,662,0,0,1400,9120,163000
1172,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Detchd,WD,Normal,1,625,1875,0.0,0,0,625,0,0,4017,171900
1173,RL,Pave,Bnk,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,,WD,Normal,13,0,4684,0.0,122,152,971,469,0,18030,200500
1174,RL,Pave,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,Detchd,WD,Normal,56,360,3297,0.0,0,503,1175,0,0,16560,239000
1175,RL,Pave,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,1.5Fin,Hip,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,7,541,4555,337.0,0,700,743,0,0,10678,285000
1176,RL,Pave,Lvl,AllPub,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,23,264,1799,0.0,362,658,0,0,0,6951,119500
1177,RM,Pave,Bnk,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,5,210,2042,0.0,0,468,406,0,0,3950,115000
1178,RL,Pave,Lvl,AllPub,FR2,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,Detchd,WD,Normal,59,186,2074,0.0,192,0,523,0,0,7681,154900
1179,RL,Pave,Lvl,AllPub,Corner,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,Slab,GasA,SBrkr,,WD,Normal,52,0,1124,0.0,0,0,0,0,0,8335,93000
1180,RL,Pave,Lvl,AllPub,Corner,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,Wood,GasA,SBrkr,Attchd,WD,Normal,15,693,3730,0.0,0,1216,1216,0,0,11170,250000
1181,RM,Pave,HLS,AllPub,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,CmentBd,PConc,GasA,SBrkr,Attchd,New,Partial,0,482,3252,186.0,162,1480,0,0,0,5587,392500
1182,RL,Pave,Lvl,AllPub,Corner,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,ImStucc,PConc,GasA,SBrkr,Attchd,WD,Abnorml,11,813,6872,0.0,171,2096,2065,0,0,15623,745000
1183,RL,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Stucco,Stucco,BrkTil,GasA,SBrkr,Detchd,WD,Normal,56,720,2250,0.0,229,821,0,0,0,10800,120000
1184,RL,Grvl,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,2Types,WD,Normal,44,995,3144,226.0,0,1159,0,0,0,35133,186700
1185,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,BrkTil,GasA,SBrkr,Attchd,WD,Normal,56,392,2005,0.0,0,392,272,0,0,9738,104900
1186,RL,Pave,Bnk,AllPub,Corner,OldTown,Artery,Artery,2fmCon,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,CarPort,WD,Abnorml,39,420,2677,0.0,0,440,685,0,0,10615,95000
1187,RL,Pave,Lvl,AllPub,Corner,NoRidge,Norm,Norm,1Fam,1Story,Gable,CompShg,ImStucc,ImStucc,PConc,GasA,SBrkr,Attchd,WD,Normal,11,757,3248,0.0,0,1456,0,0,0,12461,262000
1188,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,7,493,2491,95.0,144,0,829,0,0,8935,195000
1189,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,11,442,2798,0.0,140,0,776,0,0,7500,189000
1191,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Detchd,WD,Normal,7,492,2217,456.0,206,0,677,0,0,2645,174000
1192,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gambrel,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Detchd,WD,Normal,13,250,2174,0.0,0,0,630,0,0,9600,125000
1193,RM,Pave,Lvl,AllPub,FR2,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,10,402,2448,425.0,0,883,0,0,0,4500,165000
1194,RL,Pave,Lvl,AllPub,Corner,Sawyer,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,41,299,2015,143.0,379,371,689,0,0,9364,158000
1195,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,3,400,2184,0.0,100,0,728,0,0,8029,176000
